sentence	sentence_id	locale	reason
Charles Francis Adams, Jr.	2893ed03f2ed131380c61d771ab577e84580dd54b6abe6d0de48bb028dc24255	de	grammar-or-spelling
Ziel der Suche ist es bislang unbekannte Objekte zu finden, die evtl.	2890be95ad7da1fd40df93c108deb165b602bd444d36335377c0a399557d3de6	de	grammar-or-spelling
Ziel der Suche ist es bislang unbekannte Objekte zu finden, die evtl.	2890be95ad7da1fd40df93c108deb165b602bd444d36335377c0a399557d3de6	de	grammar-or-spelling
Charles Francis Adams, Jr.	2893ed03f2ed131380c61d771ab577e84580dd54b6abe6d0de48bb028dc24255	de	grammar-or-spelling
Ziel der Suche ist es bislang unbekannte Objekte zu finden, die evtl.	2890be95ad7da1fd40df93c108deb165b602bd444d36335377c0a399557d3de6	de	grammar-or-spelling
Allerdings sollten wir nicht soweit gehen, aus diesem lighteinen ultra-light-Vorschlag zu machen.	2882bdb1dcd345c710689260f78174cf82cebeec4b5db5b67ad4ffe36d589295	de	grammar-or-spelling
Dabei bedeutet lat.	289b5dfadd7b239ed59338571e4af213df77a975f45b1273ca3d55bc226aee26	de	grammar-or-spelling
Charles Francis Adams, Jr.	2893ed03f2ed131380c61d771ab577e84580dd54b6abe6d0de48bb028dc24255	de	grammar-or-spelling
In Sachsen ist Nacharbeit nicht im Schulgesetz geregelt und fällt ggf.	289141616440fa252eeebaf2e961868a7f45f194e96008f44849648ca385b13e	de	grammar-or-spelling
In Sachsen ist Nacharbeit nicht im Schulgesetz geregelt und fällt ggf.	289141616440fa252eeebaf2e961868a7f45f194e96008f44849648ca385b13e	de	grammar-or-spelling
Allerdings sollten wir nicht soweit gehen, aus diesem lighteinen ultra-light-Vorschlag zu machen.	2882bdb1dcd345c710689260f78174cf82cebeec4b5db5b67ad4ffe36d589295	de	grammar-or-spelling
Allerdings sollten wir nicht soweit gehen, aus diesem lighteinen ultra-light-Vorschlag zu machen.	2882bdb1dcd345c710689260f78174cf82cebeec4b5db5b67ad4ffe36d589295	de	grammar-or-spelling
Als einer der ersten den Chirurgen nutzte er die Röntgentechnik.	2843af54dd65eea7c844267f1a93d3af09a5701ace8fb8e2382eaa2a58846353	de	grammar-or-spelling
In Sachsen ist Nacharbeit nicht im Schulgesetz geregelt und fällt ggf.	289141616440fa252eeebaf2e961868a7f45f194e96008f44849648ca385b13e	de	grammar-or-spelling
In Sachsen ist Nacharbeit nicht im Schulgesetz geregelt und fällt ggf.	289141616440fa252eeebaf2e961868a7f45f194e96008f44849648ca385b13e	de	grammar-or-spelling
In Sachsen ist Nacharbeit nicht im Schulgesetz geregelt und fällt ggf.	289141616440fa252eeebaf2e961868a7f45f194e96008f44849648ca385b13e	de	Enthält Abkürzung
Als einer der ersten den Chirurgen nutzte er die Röntgentechnik.	2843af54dd65eea7c844267f1a93d3af09a5701ace8fb8e2382eaa2a58846353	de	grammar-or-spelling
Von Bose selbst erreichte den Rang eines kaiserlicher Regierungsrates in der elsässischen Stadt Straßburg.	289e2a1b2e27fdfd9456bcfb6a882d645fd7657dd1579121b6952c63878f7163	de	grammar-or-spelling
Beiden Springern gelang es, sich viermal unter den ersten vier zu platzierten.	28bf0e2ab83294de49db71b6a65b6c33ee3cee72f7b0414363289442b699a70b	de	grammar-or-spelling
Einen größeren Part hatte er als skrupelloser "Mr.	28c9bb2a215b6773c14741537d2b7ff6eb54e44037a3f2d96da9b2a0e1c2d994	de	Enthält Abkürzung
Als einer der ersten den Chirurgen nutzte er die Röntgentechnik.	2843af54dd65eea7c844267f1a93d3af09a5701ace8fb8e2382eaa2a58846353	de	grammar-or-spelling
Den Siegerpokal wanderte von Sieger zu Sieger.	28c6b1dea139e818d5c80fd119e4c23938f86914e98b0ac2fcb31d6fb44c3d35	de	grammar-or-spelling
Weltmeisterschaft im Segelflug anerkannt wurde, krönte Heini Dittmar seine Laufbahn als Segelflieger.	2881ce03c075b1639d7deaafcbada41ef8ae1aaff90c2e00f58bfd0526ea2669	de	grammar-or-spelling
Das betraf hauptsächlich sehr begehrte fakultative Kurse, wie bspw.	28acf63c0569ab7f079b28bee5635b4c5925291bfa9957157174b949973ec391	de	grammar-or-spelling
Insbesondere in der Frühphase ihrer Karriere trat sie auch Kinoproduktionen auf.	28ba3b75a7f119d990896b87d7cc15c939156df8183968bc0dc2a1aa2af853a3	de	grammar-or-spelling
Insbesondere in der Frühphase ihrer Karriere trat sie auch Kinoproduktionen auf.	28ba3b75a7f119d990896b87d7cc15c939156df8183968bc0dc2a1aa2af853a3	de	auch in
Er ist Gründer von "David Carson Design Inc.	28d1f251b77db88409af9586ba0cf668c3d694a7376dab162efc594d660b2450	de	grammar-or-spelling
Er ist Gründer von "David Carson Design Inc.	28d1f251b77db88409af9586ba0cf668c3d694a7376dab162efc594d660b2450	de	Enthält Abkürzung
In Österreich erfolgt der Vertrieb exklusiv durch Ed.	28dd75d2efeb22327192e5debf38934b233bdeda22d9aa39f0c52e601776baf7	de	Enthält Abkürzung
Er war jedoch sein Bestreben, eine Gilde nur für Kunstmaler zu schaffen.	28e2d3f0f6dc488b1d759a9e1ad25d2720163a701ed2ed20110ddfa6304edfc6	de	grammar-or-spelling
Den Siegerpokal wanderte von Sieger zu Sieger.	28c6b1dea139e818d5c80fd119e4c23938f86914e98b0ac2fcb31d6fb44c3d35	de	grammar-or-spelling
Ein dritter und ggf.	28ed1534a9c2e40dc02c8a0bcd32eb69f26a81c02a6532b1c7ffd1465c9839f8	de	Nicht vollständig
Seine Mutter Hermine Dürr geb.	28f23afd87d238107608f31c5e7d03f7bead18cd07e5383e17d477eb933079e6	de	Nicht vollständig
Ein dritter und ggf.	28ed1534a9c2e40dc02c8a0bcd32eb69f26a81c02a6532b1c7ffd1465c9839f8	de	Enthält Abkürzung
Besonders die Qualität der Mattscheibe und ein evtl.	28e5549f494d5770da93ca0a93be05fffc90a68c3c3562ecf43640818ddffabf	de	Enthält Abkürzung
Zwischen einzelnen Gebäude war ein Mindestabstand vorgeschrieben.	28f0db07a1e6730b5af33be316f174b65c1f1e477e0b7187993b32586cbbc8aa	de	grammar-or-spelling
Eine Stele erinnert an die Deserteure, die im Hof des Untersuchungsgefängnis hingerichtet wurden.	28d5155258fee676a440993af2decefb507a12d4f65928deb9946ea326e846dd	de	grammar-or-spelling
Den Siegerpokal wanderte von Sieger zu Sieger.	28c6b1dea139e818d5c80fd119e4c23938f86914e98b0ac2fcb31d6fb44c3d35	de	grammar-or-spelling
Kriegsschule vorübergehend das Gebäude.	28b626b36b9503d5cbe2c24418a661ab48163dbfd882679cfa8ddaebbfd20e2f	de	grammar-or-spelling
Bezirk Chicagos an die Republikaner zu übergeben.	2905e61a5cbbf1687d20aad1342e988a2323274863897fc412e4fee8529c0c1d	de	grammar-or-spelling
Baron Kelvin, of Largs, ernannt.	2901a4d149042cacf6b7e6ae05aaec000398f10d7f35993025d8a3bc5236a96a	de	grammar-or-spelling
Er orientierte sich an die zeitgenössische französische Malerei und an holländischen Landschaftsmalereien.	28ff39b7ff3ff3a42e2832c605c9456057119b761c98bfbbdaeaa933eb456a2a	de	grammar-or-spelling
An den beiden Bäche wurden rund um Niederzeuzheim zahlreiche Mühlen errichtet.	28f1650b61fa22028f2b41cfebd2c9840d1b7943253ad3035d77c529dcdaa1a8	de	grammar-or-spelling
Zwischen einzelnen Gebäude war ein Mindestabstand vorgeschrieben.	28f0db07a1e6730b5af33be316f174b65c1f1e477e0b7187993b32586cbbc8aa	de	grammar-or-spelling
Zwischen einzelnen Gebäude war ein Mindestabstand vorgeschrieben.	28f0db07a1e6730b5af33be316f174b65c1f1e477e0b7187993b32586cbbc8aa	de	grammar-or-spelling
Sie liegt neun Kilometer westlich von Chlumec nad Cidlinou und gehört zum Okres Nymburk.	291074eb00cfc68c49713f83178349a1d9779952e6e8ba981f03d8570a1c13f8	de	difficult-pronounce
Ich glaube, das hier jeder Sinn für Verhältnismäßigkeit verloren gegangen ist.	2907c990c84d3653193c07930fc3693fce82d448cdb8b35279f280ffbc3eeaaa	de	grammar-or-spelling
Television" entstand und zum Teil auf dem "Warner-Bros.	28dbdfdf829984d69ae2685d976fa664c992e3637c80003aaddc07b5ca071d02	de	grammar-or-spelling
Der Gipfel ist zu Fuß oder mit dem Mountainbike erreichen.	2919ea86d140345cae6116f6d432aae83fce7ef0da48e30bf0185408b762038e	de	grammar-or-spelling
Dete hat einen Bahnhof an der Bahnstrecke Bulawayo–Victoria Falls.	29148e2aebb6579dea00faa9bef846fb3e2359849096a6e23828fcae97a4cc70	de	difficult-pronounce
Das Gebiet des heutigen Chula Vista wurde lange Zeit von den Kumeyaay-Indianern bewohnt.	29173fb2492bfdc48ea92699d573eb61c175aff63e40c29c6b310da0277f1541	de	difficult-pronounce
Der Codex wird in der Vatikanischen Bibliothek unter der Signatur Gr.	292ad7da4a87b8ad6d86ca35070cf9680e679001ab86e86964129d0a6a0ec94e	de	grammar-or-spelling
Doch schon im August des nächsten Jahres trennten sich die Teenagers wieder.	291665c575ac7a671fa7ee8bef70632bbcd07366cb5a9e3e1582462e8f806bb9	de	grammar-or-spelling
Mit "The History of the Adventures of Joseph Andrews and of His Friend Mr.	292a175bd1729fc1b8319436a13f1f4090937ed9b9122be1308fb20cddb8c051	de	grammar-or-spelling
Mit "The History of the Adventures of Joseph Andrews and of His Friend Mr.	292a175bd1729fc1b8319436a13f1f4090937ed9b9122be1308fb20cddb8c051	de	different-language
Die nächsten Verwandten sind die Juncaceae und Cyperaceae.	28f713e3d65d1799a72a50953d4f6b5daf87126556fca18e32af86e9199b2c84	de	difficult-pronounce
Jos liegt am Rand des Verbreitungsgebiets der prähistorischen Nok-Kultur.	2906ca0a7968752635c7ee1fb751c434e75966b92b91c0d3faa96d82b02dc3d7	de	difficult-pronounce
Ich weiß nicht, wo Ihr Büliegt, ob Sie die Klingel dort hören.	2912e5ab06c16a073ce64c9241d8ee048c4a7cee53212da197a04403224c204f	de	grammar-or-spelling
Stattdessen nahm er mit seiner Frau Lucie, geb.	293314712e353f5d9d29b02048cb46f48e8efbda928e63b20321f41cd0bc1a1f	de	grammar-or-spelling
Ich persönlich bin von Gegenteil überzeugt.	291d95ace4cf0cd7c6ab7a244608f7f1baf0f10307d5e78975b5b8da32cae8d9	de	grammar-or-spelling
Ich persönlich bin von Gegenteil überzeugt.	291d95ace4cf0cd7c6ab7a244608f7f1baf0f10307d5e78975b5b8da32cae8d9	de	vom
Die kritische Drehzahl stellt eine Gefahr insb.	2941d1bc419431778235eb1c5c7617bbfb554cc10d4b5537cf2649b99a838eb6	de	grammar-or-spelling
Der älteste Sohn des in Mexiko tätigen Unternehmers Charles Seeger sen.	2948447bef9f4ac3d3abb7870ef7f7c64ff3998a8a863c5fc0c01b21c35198d5	de	grammar-or-spelling
Ihr Einsatzgebiet war die Karibik und den Panamakanal, das Hauptquartier lag in Balboa, Panama.	2919b84209e469b9e2a7aa321386a48d92ab91a369b57d06522b7813c97594e1	de	grammar-or-spelling
Ihr Einsatzgebiet war die Karibik und den Panamakanal, das Hauptquartier lag in Balboa, Panama.	2919b84209e469b9e2a7aa321386a48d92ab91a369b57d06522b7813c97594e1	de	der Panamakanal
Stattdessen nahm er mit seiner Frau Lucie, geb.	293314712e353f5d9d29b02048cb46f48e8efbda928e63b20321f41cd0bc1a1f	de	grammar-or-spelling
Groen Vrij!	292b17fbe924b3a1a2eb6ebf4e00c321643de6a30246f0541edc51fe60ceceb0	de	difficult-pronounce
Groen Vrij!	292b17fbe924b3a1a2eb6ebf4e00c321643de6a30246f0541edc51fe60ceceb0	de	deutsch ?!
Gleichzeitig wurde aus dem "Air Materiel Command" das "Air Force Logistics Command".	2940fc146061de04e88e41f5cea03496b694fab5caa5b829200776381b8b0489	de	difficult-pronounce
Sechs Monaten danach wurden die Blogs für alle freigegeben.	294f42c8823dd34c7cfd7573dece62ff1d127e5da9255e33c93e56ab5102fd3e	de	grammar-or-spelling
Privatrechtliche organisierte Wirtschaftsunternehmen der öffentlichen Hand gehören nicht dazu.	294c763ce086ff5303825852a472f0de23c26a6afb08e604441ca00413b200c4	de	grammar-or-spelling
Classe" mit Dienstsitz in Kaiserslautern.	293a18a9a48396c8d70725402790d7fe6fde542a55781ff16b2670e0fcc21710	de	grammar-or-spelling
Ich weiß nicht, wo Ihr Büliegt, ob Sie die Klingel dort hören.	2912e5ab06c16a073ce64c9241d8ee048c4a7cee53212da197a04403224c204f	de	grammar-or-spelling
Zwischen einzelnen Gebäude war ein Mindestabstand vorgeschrieben.	28f0db07a1e6730b5af33be316f174b65c1f1e477e0b7187993b32586cbbc8aa	de	grammar-or-spelling
Sechs Monaten danach wurden die Blogs für alle freigegeben.	294f42c8823dd34c7cfd7573dece62ff1d127e5da9255e33c93e56ab5102fd3e	de	grammar-or-spelling
Die kleine katholische Pfarrkirche im Dorfzentrum von Ebnit trägt den Namen Pfarrkirche Hl.	2938fba2540b615047be8a53aee8138c9be9b1d285bdddbdc72b887415627e44	de	Enthält Abkürzung
The failure of the New Math" formulierte.	295de7b3a8c1f73cd3421e5ea03c2031086fd31049889838c35d5785e3a024c9	de	different-language
Ich weiß nicht, wo Ihr Büliegt, ob Sie die Klingel dort hören.	2912e5ab06c16a073ce64c9241d8ee048c4a7cee53212da197a04403224c204f	de	grammar-or-spelling
Auch Who See feat.	2973139246d27bfa3d84a25bd7f824c15f3d3af317d3da413d5e7199cf70f4d8	de	grammar-or-spelling
Regie führte Björn Br.	293550d13326a07508143ae8fbd45538e225fc2352c6bd313e62a01c83d49ed9	de	grammar-or-spelling
Auch Who See feat.	2973139246d27bfa3d84a25bd7f824c15f3d3af317d3da413d5e7199cf70f4d8	de	grammar-or-spelling
Ich weiß nicht, wo Ihr Büliegt, ob Sie die Klingel dort hören.	2912e5ab06c16a073ce64c9241d8ee048c4a7cee53212da197a04403224c204f	de	grammar-or-spelling
Auch Who See feat.	2973139246d27bfa3d84a25bd7f824c15f3d3af317d3da413d5e7199cf70f4d8	de	englische Abkürzung (feat.)
ergibt keinen Satz (Verb fehlt)
Sinn erschliesst sich mir nicht
Das Ammoniak stammt hierbei aus -Glutamin.	299b4fad064409f66c4cb22045b5b0d009aa6cd8a33661282da5888f29fffa79	de	Es hat sich ein Bindestrich eingeschlichen, der nicht hier hin gehört.
Mannschaft der Essener trainiert hatte.	2994f4289cbbe0d3a08b13c245261743d7ea4082fc598539a7a19711d2f7c851	de	Es wirkt als ob der Satz nicht vollständig wäre.
Olympischen Spiele in Rio nominiert, die sie aber unglücklicherweise durch eine Kreuzbandverletzung verpasste.	299872bef9768c91e490ed042725569c3771bf57e4ea0c022b3d16def60a924f	de	Der Satz ist nicht vollständig, sein Anfang fehlt.
Hierdurch unterscheidet sich die österreichische Gesetzgebung bspw.	29a0083015f1613a98256a2706e557494622c90ee9ab18d4130898bbea9d8cdb	de	Abkürzung: bspw.
Im Zentrum der Brong-Ahafo Region gelegen weist der Distrikt einen insgesamt städtische Struktur auf.	29a0750c2a748cd9915a6927b9dbfecef04042a5d2e7e0ba3bd1d91461e1dcf9	de	grammar-or-spelling
Der Name kommt vom nd.	299f49155c552d809e6ce7599b93894bf6c0b3cd87c5c282f98614c353422932	de	grammar-or-spelling
Der Text widerspiegelt die nationalistische und militaristische Ideologie der damaligen Regierung von Plaek Phibunsongkhram.	29776b220deb913535cbb8d75794823b06c85237af58f709bf0439c3d023527f	de	grammar-or-spelling
Die Erwähnung der Schriften des hl.	29b12df806818f7177bc9e6daeec75873a500502052862d8a766f4e526a821b7	de	grammar-or-spelling
Im Zentrum der Brong-Ahafo Region gelegen weist der Distrikt einen insgesamt städtische Struktur auf.	29a0750c2a748cd9915a6927b9dbfecef04042a5d2e7e0ba3bd1d91461e1dcf9	de	grammar-or-spelling
Im Zentrum der Brong-Ahafo Region gelegen weist der Distrikt einen insgesamt städtische Struktur auf.	29a0750c2a748cd9915a6927b9dbfecef04042a5d2e7e0ba3bd1d91461e1dcf9	de	eine
Ausgetragen wird das Spiel im Rose Bowl Stadium in Pasadena, Kalifornien.	29b0771a8b6977180d8df0cf842b58f326fa3407579e4fc9e9507ad35d4e380d	de	grammar-or-spelling
Das Original fand sich laut Untertitel „Im Besitz Ihrer Kgl.	29b8aa38e059f2d1a40c8ebf67a505429b35e804b767060255827b0ddf151c59	de	Enthält Abkürzung
Es zeigt den hl.	2997f6b23154f2635194a33b9942a7e4ab1367da4aaceda2d048390ff411baf6	de	Enthält Abkürzung
Jennifer Holt war zweimal Male verheiratet, doch beide Ehen wurden geschieden.	29d5a677d3a1588f49be6466ef113855da0d8f8b9df8627dcaf2ab6a5a7d9d12	de	grammar-or-spelling
Als Basis der peruanische Luftstreitkräfte wird der Flughafen derzeit hauptsächlich militärisch genutzt.	296f10c67e2102f66ab6a2b72867836beaf114cc392c01dffbb9dbaf2a102fa1	de	grammar-or-spelling
Der Name kommt vom nd.	299f49155c552d809e6ce7599b93894bf6c0b3cd87c5c282f98614c353422932	de	grammar-or-spelling
Jennifer Holt war zweimal Male verheiratet, doch beide Ehen wurden geschieden.	29d5a677d3a1588f49be6466ef113855da0d8f8b9df8627dcaf2ab6a5a7d9d12	de	grammar-or-spelling
Danke für Ihre Unterstützunglebe Belarus!	29e9964045f343d06e683fc3e015e045ad60357527ff1fa2670bf254f5dc6fca	de	grammar-or-spelling
Marine-Division auf der Insel und eroberte den frisch auf der Insel angelegten japanischen Flugplatz.	29e16a559ee634ff5c29544df177d2283b15e6d511969b757c91516a0c9fa229	de	grammar-or-spelling
Inhaltlich handeln die Texte um soziale Missstände, Suizid und Liebe.	29d28bdaaca8a7b22012b20cfe529b5222a9a1a4fd0612625fd05b604eff4cb3	de	grammar-or-spelling
Neben Liedern für Erwachsenen sind auch eine Reihe Kinderlieder aufgenommen worden.	29e3783073ce60b2d4d535f06f9186309b417df4c6c170b0f7afed5573a0d370	de	grammar-or-spelling
Als Basis der peruanische Luftstreitkräfte wird der Flughafen derzeit hauptsächlich militärisch genutzt.	296f10c67e2102f66ab6a2b72867836beaf114cc392c01dffbb9dbaf2a102fa1	de	grammar-or-spelling
Als Basis der peruanische Luftstreitkräfte wird der Flughafen derzeit hauptsächlich militärisch genutzt.	296f10c67e2102f66ab6a2b72867836beaf114cc392c01dffbb9dbaf2a102fa1	de	grammar-or-spelling
Bald nach ihrer Erbauung muss sie jedoch in dir Dominikanerkirche aufgestellt worden sein.	29eca877d09ee90777d7b82635f701612e916de3ebcc946438ba765a22f6b3e6	de	grammar-or-spelling
Inhaltlich handeln die Texte um soziale Missstände, Suizid und Liebe.	29d28bdaaca8a7b22012b20cfe529b5222a9a1a4fd0612625fd05b604eff4cb3	de	grammar-or-spelling
Wie diese Funktionen im Einzelnen aussehen, möchte ich Ihnen kurz auseinander setzen.	29e55571927a05d30cbadbfd8388791f8dcc1a245dc3b217e1a6c10d1cded4fc	de	grammar-or-spelling
Jennifer Holt war zweimal Male verheiratet, doch beide Ehen wurden geschieden.	29d5a677d3a1588f49be6466ef113855da0d8f8b9df8627dcaf2ab6a5a7d9d12	de	grammar-or-spelling
Bald nach ihrer Erbauung muss sie jedoch in dir Dominikanerkirche aufgestellt worden sein.	29eca877d09ee90777d7b82635f701612e916de3ebcc946438ba765a22f6b3e6	de	grammar-or-spelling
Man forscht auch ganz allgemein zu kambodschanische Literatur, Kunst und Folklore.	29f54fd232277da562bad390e5630be095c1dc26f230279b0beb74e528b0bead	de	grammar-or-spelling
Mit der Etablierung des spanischen Herrschaft begann auch eine intensive Suche nach mineralischen Rohstoffen.	29f4e281188cdbcecaccc6e82989e096975a1350b157f02babdc2ab48722bf48	de	grammar-or-spelling
Danke für Ihre Unterstützunglebe Belarus!	29e9964045f343d06e683fc3e015e045ad60357527ff1fa2670bf254f5dc6fca	de	grammar-or-spelling
Seine Ehefrau Ottilie Koch geb.	29f6a4aa615696ffbbc4e2db721137524205717af110f1063168da90088a8552	de	grammar-or-spelling
Neben Liedern für Erwachsenen sind auch eine Reihe Kinderlieder aufgenommen worden.	29e3783073ce60b2d4d535f06f9186309b417df4c6c170b0f7afed5573a0d370	de	grammar-or-spelling
Klasse kamen hinzu.	29dfec0548e269b367dfb0928956c62fb5c921af7db9701164e61dfe31ec2611	de	grammar-or-spelling
Mit der Etablierung des spanischen Herrschaft begann auch eine intensive Suche nach mineralischen Rohstoffen.	29f4e281188cdbcecaccc6e82989e096975a1350b157f02babdc2ab48722bf48	de	grammar-or-spelling
Earl of Shrewsbury, und von dessen zweiter Frau Margarete Beauchamp, verheiratet.	29e479ba05ecc4f7bedaef3f488cf933a417c7cd8fed3bf66491d9b9f097daf6	de	grammar-or-spelling
Klasse kamen hinzu.	29dfec0548e269b367dfb0928956c62fb5c921af7db9701164e61dfe31ec2611	de	grammar-or-spelling
Als Basis der peruanische Luftstreitkräfte wird der Flughafen derzeit hauptsächlich militärisch genutzt.	296f10c67e2102f66ab6a2b72867836beaf114cc392c01dffbb9dbaf2a102fa1	de	grammar-or-spelling
Neben Liedern für Erwachsenen sind auch eine Reihe Kinderlieder aufgenommen worden.	29e3783073ce60b2d4d535f06f9186309b417df4c6c170b0f7afed5573a0d370	de	grammar-or-spelling
Man forscht auch ganz allgemein zu kambodschanische Literatur, Kunst und Folklore.	29f54fd232277da562bad390e5630be095c1dc26f230279b0beb74e528b0bead	de	grammar-or-spelling
Mit der Etablierung des spanischen Herrschaft begann auch eine intensive Suche nach mineralischen Rohstoffen.	29f4e281188cdbcecaccc6e82989e096975a1350b157f02babdc2ab48722bf48	de	grammar-or-spelling
Als Auszeichnungen verleiht der Verein den "Emil-Ramann-Medaille" sowie den "Fritz-Scheffer-Preis" und den "Ulrich-Babel-Preis".	29d18b657fdcfc7954963eec800953144ae93d692040467965e1130ebf4f27f3	de	grammar-or-spelling
Damit wurde Montenegder neunundvierzigste unabhängige Staat Europas.	2a047477a1ef410caf33bbee12be9b233aac655d894d36fa070948567ce73ef9	de	grammar-or-spelling
Als Auszeichnungen verleiht der Verein den "Emil-Ramann-Medaille" sowie den "Fritz-Scheffer-Preis" und den "Ulrich-Babel-Preis".	29d18b657fdcfc7954963eec800953144ae93d692040467965e1130ebf4f27f3	de	grammar-or-spelling
Bald nach ihrer Erbauung muss sie jedoch in dir Dominikanerkirche aufgestellt worden sein.	29eca877d09ee90777d7b82635f701612e916de3ebcc946438ba765a22f6b3e6	de	grammar-or-spelling
Man forscht auch ganz allgemein zu kambodschanische Literatur, Kunst und Folklore.	29f54fd232277da562bad390e5630be095c1dc26f230279b0beb74e528b0bead	de	grammar-or-spelling
Der Name kommt vom nd.	299f49155c552d809e6ce7599b93894bf6c0b3cd87c5c282f98614c353422932	de	grammar-or-spelling
Langen musste nun Verlag und "Simplicissimus" aus der Ferne zu führen.	29f0588101f63fc39d808554cedd1eabfbf808ad2708fc7d6acad92d24cc7630	de	grammar-or-spelling
Dort findet die dann Befruchtung der Samenanlagen statt.	29f3edbc0cfb53f2aaff7344559b58f64b362e545473cb175bc1cea9bf4417b9	de	grammar-or-spelling
Danke für Ihre Unterstützunglebe Belarus!	29e9964045f343d06e683fc3e015e045ad60357527ff1fa2670bf254f5dc6fca	de	grammar-or-spelling
California is turning dramatically left.	2a0e3ff80219fd4508dfa38a51b2f30af6bb2b290b8a5257990cc2339963d4b8	de	different-language
Zu allen Ausstellungen bieten die Vermittler kostenlose Workshops an.	2a15976b8e3002105b405b7261559ceb148b00fa6177631351db289702017cda	de	grammar-or-spelling
California is turning dramatically left.	2a0e3ff80219fd4508dfa38a51b2f30af6bb2b290b8a5257990cc2339963d4b8	de	different-language
Sie ist sowohl in der Bay of Fundy also auch im Sankt-Lorenz-Golf zu finden.	2a1390142be3ae440a0e23e2fd8b8724c62e330f8ffc18084e4655eb3a3e140b	de	grammar-or-spelling
Damit wurde Montenegder neunundvierzigste unabhängige Staat Europas.	2a047477a1ef410caf33bbee12be9b233aac655d894d36fa070948567ce73ef9	de	grammar-or-spelling
Die drei verzierten Dachgauben weisen klassischen Merkmale auf.	2a09081f02a828ae525895b4b4d59bee621c05098598d547da5e63bcde352dac	de	grammar-or-spelling
Auf fol.	2a188cda0e449bdaeb3ac786c90afc83830e284357c3bf655561e5a4e1a0ffec	de	grammar-or-spelling
California is turning dramatically left.	2a0e3ff80219fd4508dfa38a51b2f30af6bb2b290b8a5257990cc2339963d4b8	de	different-language
Tierschutzorganisationen haben sich mit meinem Büin Verbindung gesetzt und begrüßen das Gesetz.	2a2effbfa1c33ed42ce836fd0916449f96f35ef0e02c201839f66f93e8ac3b81	de	grammar-or-spelling
Auf fol.	2a188cda0e449bdaeb3ac786c90afc83830e284357c3bf655561e5a4e1a0ffec	de	Enthält Abkürzung
Dort heirate er eine Bauerntochter.	2a1cd92eb028377ed4a90c3bb6aa02bd9b28531886ca0766963c201c26b2f3aa	de	grammar-or-spelling
Sie sprach daneben bspw.	2a3c031943fb53428af734a26ee1ccdf65d723af09f24a597ed6b421db7fe802	de	Enthält Abkürzung
Nach der Niederlage des Deutschen Ordens wurde Pr.	2a3dd328ed0834b560575dc7907b5b0a0a13f92b24629229749b9d98a3d53c68	de	Enthält Abkürzung
Der Name kommt vom nd.	299f49155c552d809e6ce7599b93894bf6c0b3cd87c5c282f98614c353422932	de	Enthält Abkürzung
Mit dem sechsten Endrang erreichte Roberts jr.	2a3022316f166873563c088226d1d352f3cc6b527723f2a897bf0256f62f03b4	de	Enthält Abkürzung
Mit dem sechsten Endrang erreichte Roberts jr.	2a3022316f166873563c088226d1d352f3cc6b527723f2a897bf0256f62f03b4	de	grammar-or-spelling
Der Text handelt einer biografischen Grenzsituation: dem Tod der eigenen Mutter.	2a2cb83c1c8913a85cae55027b271e42af47c7c328e6f6c4d04e31a6cc0e823f	de	grammar-or-spelling
Der Text handelt einer biografischen Grenzsituation: dem Tod der eigenen Mutter.	2a2cb83c1c8913a85cae55027b271e42af47c7c328e6f6c4d04e31a6cc0e823f	de	handelt von
Als Auszeichnungen verleiht der Verein den "Emil-Ramann-Medaille" sowie den "Fritz-Scheffer-Preis" und den "Ulrich-Babel-Preis".	29d18b657fdcfc7954963eec800953144ae93d692040467965e1130ebf4f27f3	de	grammar-or-spelling
Als Auszeichnungen verleiht der Verein den "Emil-Ramann-Medaille" sowie den "Fritz-Scheffer-Preis" und den "Ulrich-Babel-Preis".	29d18b657fdcfc7954963eec800953144ae93d692040467965e1130ebf4f27f3	de	Verein die
Auf fol.	2a188cda0e449bdaeb3ac786c90afc83830e284357c3bf655561e5a4e1a0ffec	de	grammar-or-spelling
Auf fol.	2a188cda0e449bdaeb3ac786c90afc83830e284357c3bf655561e5a4e1a0ffec	de	grammar-or-spelling
Der Landtag kann weiters Untersuchungsausschüsse einsetzen.	2a4134dec0e622ae1343b5a49834b9f888f7b6cda0b3febdf67561089b04f0b1	de	grammar-or-spelling
Insbesondere Ms.	2a248f78141ff9df1e84bca21dc18cfdf64f4ccb31b949954a3464cf5eef9734	de	grammar-or-spelling
Damit wurde Montenegder neunundvierzigste unabhängige Staat Europas.	2a047477a1ef410caf33bbee12be9b233aac655d894d36fa070948567ce73ef9	de	grammar-or-spelling
Nach der Niederlage des Deutschen Ordens wurde Pr.	2a3dd328ed0834b560575dc7907b5b0a0a13f92b24629229749b9d98a3d53c68	de	Enthält Abkürzung
California is turning dramatically left.	2a0e3ff80219fd4508dfa38a51b2f30af6bb2b290b8a5257990cc2339963d4b8	de	different-language
Während bei ersteren eine Belastung ggf.	2a3c011f6c3c64aed9ec654643dc7a52df9e5c14b0867b1f27aab09660ee5c7c	de	Enthält Abkürzung
Mit dem sechsten Endrang erreichte Roberts jr.	2a3022316f166873563c088226d1d352f3cc6b527723f2a897bf0256f62f03b4	de	Enthält Abkürzung
